"cycle_id","measure_time","measurement_row_n","prefix24_estimate_n","distinct_target_ip_estimate_n","structured_path_nonempty_row_n","reached_target_row_n","responded_hop_sum","star_hop_sum","target_hash_xor","target_hash_sum","measurement_hash_xor","measurement_hash_sum"
202408030128,"2024-08-02 17:28:49.000000",170753,42802,170895,170753,23655,1227625,262882,4233692305631567323,14417312348654040821,291110009876526918,4476488901211840042
202408030228,"2024-08-02 18:28:49.000000",170861,42802,170931,170861,23835,1232177,258519,8159737171708290290,8869976832983589284,13032402309758625397,15101013745882288605
202408030328,"2024-08-02 19:28:49.000000",170812,42802,171530,170812,23696,1230840,260378,12809691479906275127,4915984800394347899,16338228425053504612,11155950734870258310
202408030428,"2024-08-02 20:28:49.000000",170770,42802,170825,170770,23884,1228751,261211,598376268375631383,158099001210002815,6267929684879515697,2437442354476290743
202408030528,"2024-08-02 21:28:49.000000",170806,42802,170909,170806,24010,1231212,261878,11933625824825990223,7319089634116118715,11788301503536701626,14899079431472680100
202408030628,"2024-08-02 22:28:49.000000",170742,42802,170987,170742,23675,1227966,261055,15941818605551530600,16971819334030088492,6961761995909801212,11519321849676351310
202408030728,"2024-08-02 23:28:49.000000",170788,42802,171064,170788,24080,1230249,263308,11927848704450662025,5774902796202546835,17107287449755466345,10197842574974900393
202408030828,"2024-08-03 00:28:49.000000",170784,42802,170450,170784,24143,1229465,262629,5548435015050525886,14671166255315348916,3006154154274390095,6690420043151208303
202408030928,"2024-08-03 01:28:49.000000",170783,42802,170954,170783,23965,1226264,266309,11645470365080694134,9575507653249959334,8892781316733645133,11187020251055656985
202408031028,"2024-08-03 02:28:49.000000",170748,42802,170398,170748,24260,1227878,264196,2803157425950580424,15689078354160641328,14820298994945048182,10859326533336204212
202408031128,"2024-08-03 03:28:49.000000",170882,42802,171182,170882,24195,1209285,285718,16955447578354572723,15412108612132398853,946748815905411855,3838662936374208245
202408031228,"2024-08-03 04:28:49.000000",170761,42802,171057,170761,24128,1229264,263007,14856249195325284602,4753788004403095398,8362774449017331819,8933239581020358453
202408031328,"2024-08-03 05:28:49.000000",170781,42802,170736,170781,24263,1227748,265165,3497495996817998826,3369267636172701940,9437321685942794708,3543477261478585416
202408031428,"2024-08-03 06:28:49.000000",170733,42802,171607,170733,23997,1229908,263217,13166859798875857717,9742926469857566649,3154400390795788995,4540947785712013717
202408031528,"2024-08-03 07:28:49.000000",170774,42802,170523,170774,24071,1228498,264901,1812977132119065043,6310090571988923847,6079452160986250771,839062086327625605
202408031628,"2024-08-03 08:28:49.000000",170818,42802,171072,170818,24139,1231365,262510,344157613912235282,14577680023938661284,12733121484364404115,3139802746257288655
202408031728,"2024-08-03 09:28:49.000000",170807,42802,170252,170807,24270,1233926,260543,5683051827599816931,15130833804036029879,7025929791026413560,6770929068075123414
202408031828,"2024-08-03 10:28:49.000000",170826,42802,171238,170826,24159,1229212,264798,17317548849495658216,609210128767013976,13378214280843041969,12627060155107199563
202408031928,"2024-08-03 11:28:49.000000",170772,42802,170611,170772,24183,1230551,265447,4041628593155109170,860556853017558134,2467163566173428011,10617246136344096053
202408032028,"2024-08-03 12:28:49.000000",170860,42802,171312,170860,24104,1232280,266190,12001029703905908852,5014263664713663794,1573258261384200073,13744924246254564803
202408032128,"2024-08-03 13:28:49.000000",170758,42802,169981,170758,23813,1228902,264306,10580977921114583819,2960859359651187181,15625976211255979747,11159945713157243035
202408032228,"2024-08-03 14:28:49.000000",170810,42802,170365,170810,23866,1235946,257292,14420506910864259361,16260851398118476651,10876261096754615488,11041499425214048626
202408032328,"2024-08-03 15:28:49.000000",170796,42802,170847,170796,23802,1232215,259902,1615732664141690378,6583850190085495200,9488735269915605151,1426607420450026681
202408040028,"2024-08-03 16:28:49.000000",170822,42802,170670,170822,23799,1233862,258301,13614705952331625119,5388354696062712577,16532784468824585392,6329107411538227200
202408040128,"2024-08-03 17:28:49.000000",170821,42802,170230,170821,23659,1233637,257413,12859563040328645878,8812155722630280304,5154336232816562682,10105159523239529208
202408040228,"2024-08-03 18:28:49.000000",170820,42802,170332,170820,23775,1233479,259396,7255119787844965958,13952931758355604798,513122164932746351,7660385363248492519
202408040328,"2024-08-03 19:28:49.000000",170764,42802,170803,170764,23434,1229561,261603,11187437589290566104,13813787928965601944,9406795523370721949,12044555403613902699
202408040428,"2024-08-03 20:28:49.000000",170774,42802,170061,170774,23727,1237801,257950,1067087089537503919,12314367490993833529,10095677767376551124,774184830491497046
202408040528,"2024-08-03 21:28:49.000000",170770,42802,170299,170770,23709,1228665,265229,2809552788345300123,12674679114584352741,16047653590404910072,7570255324891321688
202408040628,"2024-08-03 22:28:49.000000",170742,42802,170666,170742,23879,1228582,262781,15131346651424871839,7251752897823103615,18161576118173742047,7261629625387348077
202408040728,"2024-08-03 23:28:49.000000",170863,42802,171227,170863,24107,1232676,263234,4506822655252123001,15913374287279375037,6928696160130869275,22141076887408043
202408040828,"2024-08-04 00:28:49.000000",170781,42802,170325,170781,24072,1236270,260160,15573998967621923072,1607153596315361198,3715175298491083035,8846431415860651753
202408040928,"2024-08-04 01:28:49.000000",170731,42802,170744,170731,23770,1232560,262284,6845667770503237655,2385550843538524237,699690902924715016,6306339665068484780
202408041028,"2024-08-04 02:28:49.000000",170779,42802,171485,170779,24117,1235645,259725,12195645459857629533,13818852553675536885,4059078802175727956,7633185165341036268
202408041128,"2024-08-04 03:28:49.000000",170742,42802,171263,170742,23846,1233300,261770,5708741822840447321,17771171249478771645,11205440389129820647,12742245853074536379
202408041228,"2024-08-04 04:28:49.000000",170714,42802,170961,170714,24089,1234092,261495,13491276315532988233,13046636982314280571,1365201442789686047,1135970708688404459
202408041328,"2024-08-04 05:28:49.000000",170741,42802,171252,170741,24277,1233983,264926,17658492432174776292,17906330161697895914,6637702239844163226,2057490394845759174
202408041728,"2024-08-04 09:28:49.000000",170802,42802,170718,170802,24105,1231458,262260,535566407361082587,10017145506042856687,12641802519866523117,7141574815927102739
202408041828,"2024-08-04 10:28:49.000000",170741,42802,171323,170741,24254,1229892,267282,12275406218985269855,17005045357175484445,7090618996768454755,7061115042674834011
202408041928,"2024-08-04 11:28:49.000000",170823,42802,170806,170823,24079,1228125,269332,190509634371886522,10837634440437550760,8864421359620791686,16569204627606174384
202408042028,"2024-08-04 12:28:49.000000",170783,42802,170384,170783,23857,1230448,262125,850083647168574643,13130332945971601381,18149657837437532817,3981941740581538389
202408042128,"2024-08-04 13:28:49.000000",170765,42802,170714,170765,23913,1234549,261716,6640496229775219422,7774236639521353730,10627488793340687293,9351055510742807507
202408042228,"2024-08-04 14:28:49.000000",170764,42802,171215,170764,23744,1233724,261320,6094467021592069191,3794687872029376763,4629878470364543198,1998266297798044946
202408042328,"2024-08-04 15:28:49.000000",170776,42802,170729,170776,23957,1231816,259312,3353886285994888424,7124831132286568796,4852322742124442379,6858557785658457873
202408050028,"2024-08-04 16:28:49.000000",170766,42802,171615,170766,23822,1232525,258969,10267045348976352792,5397715401388365674,9687611240943566460,589510854608105168
202408050128,"2024-08-04 17:28:49.000000",170763,42802,170924,170763,23783,1232430,256370,15872038786868204988,11245461112542251118,5226327124088432968,12309320884914222060
202408050228,"2024-08-04 18:28:49.000000",170764,42802,170505,170764,23573,1231991,259712,2659406516338889001,7741519620347502401,13583798666310786346,8321923902085521380
202408050328,"2024-08-04 19:28:49.000000",170730,42802,170175,170730,23741,1233593,256592,11982045788560833625,13569728398636815879,2176465196576166922,12911823023845854370
202408050428,"2024-08-04 20:28:49.000000",170696,42802,170512,170696,23626,1232763,256940,1647573299339263342,4258414547303739152,9835836025292352192,3337633522695931626
202408050528,"2024-08-04 21:28:49.000000",170746,42802,170479,170746,23894,1237491,254361,7096852868052539185,5202832914060898521,920491417602563182,10410739031389793434
202408050628,"2024-08-04 22:28:49.000000",170759,42802,170505,170759,24078,1231114,261645,9743018114865904038,17003514720912102776,8191144756595834940,2113312181251101858
202408050728,"2024-08-04 23:28:49.000000",170790,42802,170362,170790,24352,1228326,262771,9559513545111823557,926226562434110619,12385270955127541867,13171966116947688839
202408050828,"2024-08-05 00:28:49.000000",170822,42802,172402,170822,24112,1230939,261474,3754293805292401714,17927143923330409778,8917422032785580602,9406213884704403506
202408050928,"2024-08-05 01:28:49.000000",170732,42802,170983,170732,24100,1229892,261054,5172686106381556247,13622212747257693819,10024329667346122616,13567466184180920368
202408051028,"2024-08-05 02:28:49.000000",170760,42802,171097,170760,24093,1230476,261387,15109579970980543813,410697538667632505,3970509850755442882,16667500953083030838
202408051128,"2024-08-05 03:28:49.000000",170712,42802,169553,170712,24016,1226316,264221,17585349529376067840,4562861334620361406,560481304003455660,10579032521053087436
202408051228,"2024-08-05 04:28:49.000000",170828,42802,170987,170828,24252,1229617,265054,16972226371270334268,2354679073255719026,12974120416410416648,134561081561652634
202408051328,"2024-08-05 05:28:49.000000",170789,42802,171652,170789,24141,1231268,263605,789676297148022055,16945645414723912227,883474434400245045,8519225774758305273
202408051428,"2024-08-05 06:28:49.000000",170699,42802,170795,170699,24318,1228728,262175,3005905614777340053,2713667223352976719,7159308461635259246,17380581062188587060
202408051528,"2024-08-05 07:28:49.000000",170779,42802,170909,170779,24410,1228758,264758,16522663195313502620,17185790114717876476,1839019725261384993,14568794106659968773
202408051628,"2024-08-05 08:28:49.000000",170780,42802,171145,170780,24310,1231171,262656,4880687067843591005,10221866499864397705,10811138071492388431,5612954534207559167
202408051728,"2024-08-05 09:28:49.000000",170763,42802,170395,170763,24441,1230940,265335,2018484433679829316,5835002618387838828,7670700840551122574,5218916828313003050
202408051828,"2024-08-05 10:28:49.000000",170733,42802,171326,170733,24370,1228453,265243,2209307242463965373,10093228480575174223,8721741616387639264,14035671637391416300
202408051928,"2024-08-05 11:28:49.000000",170625,42802,170409,170625,24202,1226143,268558,1157172950617669063,7354422651289140569,6888599027012743752,14287777567113814332
202408052028,"2024-08-05 12:28:49.000000",170736,42802,170582,170736,24114,1228881,265566,4421458629695473657,7346268369478437057,4863112774298203349,6583448102868877665
202408052128,"2024-08-05 13:28:49.000000",170774,42802,170266,170774,23899,1235262,255609,10677110046959326734,18410504957885724904,14069475393143911531,16135702830965327215
202408052228,"2024-08-05 14:28:49.000000",170700,42802,170105,170700,23902,1223445,264983,2742497963644815758,2987807924150592504,8145620980639604162,4981784879277149420
202408052328,"2024-08-05 15:28:49.000000",170784,42802,170725,170784,23866,1231652,262813,15362503836354780398,15740598481482277454,10643202447658875973,15490864814512267201
202408060028,"2024-08-05 16:28:49.000000",164843,42748,164571,164843,22087,1081273,325866,10539310261727747107,15048587063249121659,14806965601764717492,17901229320973093702
202408060128,"2024-08-05 17:28:49.000000",167640,42786,167660,167640,22747,1126640,316347,914826866311481986,16205115492231704428,869209923821226251,15736946890732834985
202408060228,"2024-08-05 18:28:49.000000",168593,42790,168707,168593,23125,1204292,263633,12052109543056689317,8891197260394734447,7085155211754627274,3442491512982129198
202408060328,"2024-08-05 19:28:49.000000",168067,42799,167729,168067,22646,1130549,311616,17313820232959468156,11057437062491595148,10084051026153859262,6368674707918041430
202408060428,"2024-08-05 20:28:49.000000",170749,42802,170134,170749,23962,1229404,261898,12130412605594845135,13395547993639212473,746353336370969761,18234333885144506303
202408060528,"2024-08-05 21:28:49.000000",170833,42802,170542,170833,24024,1233408,256938,92556896344004629,10967946622177523065,8151320941672014095,7626794583158367085
202408060628,"2024-08-05 22:28:49.000000",170766,42802,171053,170766,24087,1228069,263662,7927468083528454625,16539628354536864011,13896883212247944431,8629768997660902761
202408060728,"2024-08-05 23:28:49.000000",170805,42802,171009,170805,24040,1237083,257504,13154872915264834443,11810567604640031291,719224622298103909,4253587040372534197
202408060828,"2024-08-06 00:28:49.000000",170776,42802,171179,170776,24054,1231620,261069,13895333251916140789,3215871680634153223,13494161955493246543,15235621635074025767
202408060928,"2024-08-06 01:28:49.000000",170803,42802,170545,170803,24184,1232593,261757,14940094109952424884,17104957908587015952,8057262144615925273,9538867802866527639
202408061028,"2024-08-06 02:28:49.000000",170758,42802,170395,170758,24317,1229593,264930,12634273126796809353,5066170939757499467,2348873536763057738,3492675691739893964
202408061128,"2024-08-06 03:28:49.000000",170788,42802,171053,170788,24100,1228811,273972,18077554404382385966,6273971246338704590,16564874148304130418,3283485263523862416
202408061228,"2024-08-06 04:28:49.000000",170790,42802,170681,170790,24156,1228239,273404,11434683605232280639,17561548427659836249,2801703256062422104,13013730821771701292
202408061328,"2024-08-06 05:28:49.000000",170810,42802,170729,170810,24372,1230880,272042,17764972421186194591,10319957583213990953,13299089008760155311,6601145805062549619
202408061428,"2024-08-06 06:28:49.000000",170749,42802,171024,170749,24070,1228174,272645,16433182485959941011,12739813923313233507,7734284556701417996,6116711223225635156
202408061528,"2024-08-06 07:28:49.000000",170780,42802,170666,170780,24408,1227060,277100,13084720526746193944,2844833941814114626,17995632659405719481,8914788200602026917
202408061628,"2024-08-06 08:28:49.000000",170771,42802,171437,170771,24350,1228050,269715,8343306662457282389,9288085293782086869,17098823046095670389,17776094249618329395
202408061728,"2024-08-06 09:28:49.000000",170703,42802,171300,170703,24500,1225563,271341,3154207481338849246,13091166961010056522,4117784054243277054,8055666739358198484
202408061828,"2024-08-06 10:28:49.000000",170805,42802,170160,170805,24350,1233233,265208,4640127531564804014,16774870185164294920,5446620674632928296,10865910050536575938
202408061928,"2024-08-06 11:28:49.000000",170784,42802,170549,170784,24266,1232365,267215,12256212538268554474,15754269806822662896,3895147993270219165,14455714555778379815
202408062028,"2024-08-06 12:28:49.000000",170740,42802,170873,170740,24307,1232196,265087,4632488340136265426,1751131218415968080,1403272898684800283,3502138721091318735
202408062128,"2024-08-06 13:28:49.000000",170837,42802,170725,170837,24185,1225954,268975,9856744577124326825,17043502994420561535,972793701095703451,12713688610289147637
202408062228,"2024-08-06 14:28:49.000000",170762,42802,170670,170762,23966,1224714,266682,16748771173520033276,14464800590325809858,10326660806179015125,10486543663896427291
202408062328,"2024-08-06 15:28:50.000000",170750,42802,170725,170750,23817,1230805,263460,7479802395708359203,10185812870252723485,2722771143088816700,10974417557361239930
202408070028,"2024-08-06 16:28:49.000000",170765,42802,170325,170765,23842,1229720,262713,16046332414538981774,3423179867740079240,23327850921959744,5271293413845174816
202408070128,"2024-08-06 17:28:49.000000",170763,42802,170453,170763,23916,1229465,264638,12277658941254077602,5366864847516433004,17603760367160028867,2822797460738273225
202408070228,"2024-08-06 18:28:49.000000",170756,42802,169951,170756,23951,1231435,260818,5437770144349659121,6983612776261989769,5428604428392056548,10158032399394717512
202408070328,"2024-08-06 19:28:49.000000",170775,42802,170722,170775,23882,1229026,265218,12719229898982543015,14501988291874451991,13800580148911936944,1073999437355705950
202408070428,"2024-08-06 20:28:49.000000",170746,42802,170762,170746,23901,1227676,265055,7539659760531564895,15845085833029305799,2482262500510011654,3188590033577273122
202408070528,"2024-08-06 21:28:49.000000",170773,42802,171001,170773,24026,1229759,262057,13563570904167879004,14675209253625161462,8965084627086849544,10786334144339895818
202408070628,"2024-08-06 22:28:49.000000",170767,42802,170895,170767,23977,1228027,264120,10365431484075928966,13030127889268934198,9151446673645677755,7173777876772269239
202408070728,"2024-08-06 23:28:49.000000",170813,42802,170784,170813,24119,1230659,263333,13937221460111011768,16102379008778198516,14669013635912966769,5216265439934807803
202408070828,"2024-08-07 00:28:49.000000",170752,42802,170681,170752,24320,1228790,264569,14615378275734124397,17948096043800581463,3227110215055863535,4221146674464479359
202408070928,"2024-08-07 01:28:49.000000",170790,42802,170523,170790,24311,1231677,264805,17869592394775947467,16555530450926250701,9348457448836517943,820321290399042767
202408071028,"2024-08-07 02:28:49.000000",170729,42802,170604,170729,24338,1225687,269404,17135157859775734270,11379388938571587618,4642979118356324763,17786406290641238017
202408071428,"2024-08-07 06:28:49.000000",170823,42802,171293,170823,24109,1232254,262926,16656905452455387620,6998122550055475384,10399261946266982364,18029310905610129362
202408071528,"2024-08-07 07:28:49.000000",170804,42802,170464,170804,24274,1230959,264400,14098054898271107979,11230160439293216609,18440292170500177259,5962492683676456543
202408071628,"2024-08-07 08:28:49.000000",170981,42802,170615,170981,24365,1204834,290955,4278700815491046759,11576007788925867097,16472498796500087398,6597694745726772718
202408071728,"2024-08-07 09:28:49.000000",170979,42802,170593,170979,24220,1206775,289333,15447407253426032739,3994717205140254833,477892366486077584,4602638117130952948
202408071828,"2024-08-07 10:28:49.000000",171038,42802,171689,171038,24365,1213763,284998,2271985904963174746,14760159319192549202,1985528363996829137,1423505350975254071
202408071928,"2024-08-07 11:28:49.000000",171031,42802,171641,171031,24278,1214218,282568,16180442984805286412,15879160947105484150,5879712073688511215,8547104374844064471
202408072028,"2024-08-07 12:28:49.000000",171032,42802,171249,171032,24185,1208537,282948,4766633587342265319,2298182585379878305,18238190743827415290,4397372964565115162
202408072328,"2024-08-07 15:28:49.000000",170981,42802,170769,170981,23844,1192903,299893,10284835578705858339,16228395253701786939,15786837303814856398,3295318999152546646
202408080028,"2024-08-07 16:28:49.000000",170987,42802,170865,170987,23947,1197465,297112,15616170362588183241,5299379140963498717,3680829575598807065,9891920890944915355
202408080128,"2024-08-07 17:28:49.000000",170943,42802,170913,170943,23811,1215927,277239,6204976475665052480,6889453080208956572,8008544099092072982,15474689781045817298
202408080228,"2024-08-07 18:28:49.000000",171004,42802,170832,171004,23961,1224644,267672,7489873679769140972,14075011487709121538,3434619902183433735,3037996546165258935
202408080328,"2024-08-07 19:28:49.000000",170957,42802,170928,170957,23954,1224497,268232,8900739882064027509,13773643442757063859,7732998494510677925,14044411506724498081
202408080428,"2024-08-07 20:28:49.000000",170980,42802,171075,170980,23927,1219143,274112,3879047792102697906,5205667252712954390,1390075639276162964,18271445508467171382
202408080828,"2024-08-08 00:28:49.000000",170943,42802,171212,170943,24098,1190819,305662,3331901291557874051,16529038255478503859,4771626522646379568,11402775047608804986
202408080928,"2024-08-08 01:28:49.000000",170939,42802,171234,170939,24204,1183515,315030,2698402434816799531,17643435491989718667,3026232230737215478,421805967687032984
202408081028,"2024-08-08 02:28:49.000000",170954,42802,170670,170954,24177,1194151,304152,4873036691752145285,3510814053318329615,3084318724659004566,8256873596495410492
202408081128,"2024-08-08 03:28:49.000000",170985,42802,171771,170985,24123,1202813,303384,234747323135818910,2445008527761678516,1337162921868789065,4986398027696467367
202408081228,"2024-08-08 04:28:49.000000",170927,42802,170472,170927,24256,1195321,309717,16297013946356068416,16402655403140518302,18386152022636045574,7811438593300893912
202408081328,"2024-08-08 05:28:49.000000",170973,42802,171574,170973,24040,1196619,308300,8836491595654330551,8516560767295714227,11233423684268246322,8003724897045293594
202408081428,"2024-08-08 06:28:49.000000",170945,42802,170799,170945,24198,1197192,304968,7792142064288106247,5019601666026737443,11827973918480626672,8561783003808223552
202408081528,"2024-08-08 07:28:49.000000",171059,42802,170571,171059,24011,1202567,297003,5647735653097021756,16786916760349363982,14337265075404592001,5038623948985225129
202408081628,"2024-08-08 08:28:49.000000",171021,42802,170512,171021,24126,1208310,289436,16555659175359070938,10509635444051284782,5137731227510008184,4706212126735813610
202408081728,"2024-08-08 09:28:49.000000",171023,42802,170939,171023,24173,1212673,285367,380143294677249356,12430083320920056500,5899439277070424222,213676302220034866
202408081828,"2024-08-08 10:28:49.000000",171012,42802,171219,171012,24504,1215752,288421,2070784201015918687,5243386627539552949,15049927157023468667,1997588121608458011
202408081928,"2024-08-08 11:28:49.000000",171059,42802,171142,171059,24160,1217095,287552,26478695591856902,13622372450361487656,12660319474248089629,15528863901582648995
202408082028,"2024-08-08 12:28:49.000000",171038,42802,171408,171038,24210,1215511,287586,9718597991772316241,10977019521795988919,899188209628103814,9398618818116679678
202408082128,"2024-08-08 13:28:49.000000",171016,42802,171094,171016,23960,1215008,287875,9295470324921787535,545891811467258751,16866017777111084147,14040130720441384691
202408082228,"2024-08-08 14:28:49.000000",171040,42802,171312,171040,23899,1222477,272139,5750309674593860869,1359207827933775183,17946434744438394447,15590444471983736481
202408082328,"2024-08-08 15:28:49.000000",171004,42802,170758,171004,24080,1224559,270358,12963991458080558176,796391073714521288,16170914064911671183,15254214020930397579
202408090028,"2024-08-08 16:28:49.000000",171000,42802,171889,171000,23631,1227748,265198,11684233704358707692,12599805566254811532,8589704704908153620,12437142157046504228
202408090128,"2024-08-08 17:28:49.000000",170993,42802,171471,170993,23762,1227422,266877,7697948555384157151,18241894695338892047,8789103313489399780,10709708508012913194
202408090228,"2024-08-08 18:28:49.000000",171012,42802,170880,171012,23879,1233688,260708,2127742017363236994,7356822787456079704,4272252471502391836,2678969919670857410
202408090328,"2024-08-08 19:28:49.000000",170992,42802,170865,170992,23765,1230398,262567,1929209731206373416,2500879565555237878,545564954419542243,3430819615758491107
202408090428,"2024-08-08 20:28:49.000000",171002,42802,171190,171002,23803,1228128,265127,5979927051823603784,15321336736391560720,12000369162548803088,5280556578862077506
202408090528,"2024-08-08 21:28:49.000000",171032,42802,171053,171032,24092,1225032,270420,18292679209985025103,1086347672397126183,9844452970516875462,140174656276245246
202408090628,"2024-08-08 22:28:49.000000",171019,42802,171326,171019,24279,1206203,276265,6663284176212252131,11215300555066867383,9117338467060546324,12559588879945210604
202408090728,"2024-08-08 23:28:49.000000",171061,42802,170120,171061,23822,1193391,287362,13143410213109065276,6994986275337592510,223193112471331411,11074625220506184397
202408090828,"2024-08-09 00:28:49.000000",170985,42802,171337,170985,24071,1191899,298454,15183086140773607945,7057306168183980669,13681687791264891112,4851309762323107440
202408090928,"2024-08-09 01:28:49.000000",171045,42802,170700,171045,24151,1192657,292339,10356926136883918091,14174929027015518209,10952091489808817034,9311660446119736008
202408091028,"2024-08-09 02:28:49.000000",170990,42802,171167,170990,24226,1190263,291105,15385351985454151153,657252017354808295,8785013349607431342,1529019350902770910
202408091128,"2024-08-09 03:28:49.000000",171020,42802,171915,171020,24273,1194729,286948,12871616101843045010,15304033287135840956,18207101397925024226,536313576417208658
202408091228,"2024-08-09 04:28:49.000000",170996,42802,171308,170996,24342,1190579,289494,3465052753872273737,13041371925166653397,2406140603675157219,542108174960365953
202408091328,"2024-08-09 05:28:49.000000",171005,42802,170799,171005,24123,1188351,291275,16851039666690561476,2765731320012447854,4620415174751329820,16017204270523123754
202408091428,"2024-08-09 06:28:49.000000",171022,42802,171179,171022,24046,1190342,288970,7138274787719941829,7438996637922437,16602096887563302723,18093305160011414203
202408091528,"2024-08-09 07:28:49.000000",171028,42802,171094,171028,24110,1196171,283100,12556186759310694542,10611421098188648014,5364200650474334737,3487497773653250991
202408091628,"2024-08-09 08:28:49.000000",171059,42802,171563,171059,24043,1206705,273228,4485397345695318689,2882648109861425665,15886158819857687906,10216327777773287308
202408091728,"2024-08-09 09:28:49.000000",171017,42802,170821,171017,24158,1205075,278010,13484999756824614425,14286522599841949283,6879254793251683026,14243402550876603834
202408091828,"2024-08-09 10:28:49.000000",171035,42802,170479,171035,24438,1211284,270664,15810309353827326919,14650499348449626627,8464048743450333175,16353732593456309733
202408091928,"2024-08-09 11:28:49.000000",170959,42802,171385,170959,24026,1210761,270156,5359492779764323752,2885902702293525956,3015217231966763334,16020721569637172710
202408092028,"2024-08-09 12:28:49.000000",170990,42802,171685,170990,24052,1211384,267318,15468872856344511777,10602780699664592863,3996654216226374717,252493924677732767
202408092128,"2024-08-09 13:28:49.000000",170995,42802,170637,170995,24073,1210423,265539,3342287165829862274,7530553508908520034,15910842354570480909,16889827900294143001
202408092228,"2024-08-09 14:28:49.000000",171034,42802,170810,171034,23615,1216025,260318,13293828778845983001,5834895637242492279,4426146063665808229,3692030497065125365
202408092328,"2024-08-09 15:28:49.000000",171035,42802,171348,171035,23716,1218168,258672,15549735127733270890,9673024056134575622,10174887637786810532,2509418408585606964
202408100028,"2024-08-09 16:28:49.000000",170937,42802,171079,170937,23779,1212330,261401,7632790736437807880,2487878198101777930,17344191950958792897,7488630079553095655
202408100128,"2024-08-09 17:28:49.000000",170903,42802,170164,170903,23821,1207780,265902,4165707465738649902,2170283123586646968,13408241616465734294,11943280361095677688
202408100228,"2024-08-09 18:28:49.000000",170991,42802,171286,170991,23856,1213695,262113,7900957434663212853,1613872208839863459,5431270419239982630,4865985081220742736
202408100328,"2024-08-09 19:28:49.000000",170921,42802,170626,170921,23708,1215843,258545,10343053593610480136,2408563335622033248,18116836244248739757,581401655504849009
202408100428,"2024-08-09 20:28:49.000000",170958,42802,171116,170958,23924,1211057,263684,17219189870937513339,5919426736773861197,8808876567277923745,4413037170091311821
202408100528,"2024-08-09 21:28:49.000000",170823,42802,170821,170823,24217,1206036,267619,16011934548373509634,6822837402862802844,6820196138752059986,13120681457792112978
202408100628,"2024-08-09 22:28:49.000000",170939,42802,172246,170939,24253,1209760,267220,11769438893707116710,9435314002140285700,13398131307374008993,15563036876238115999
202408100728,"2024-08-09 23:28:49.000000",171031,42802,171046,171031,24206,1203041,272462,8496671373620219365,7599378048292614373,16912941194415640204,17335122741344606988
202408100828,"2024-08-10 00:28:49.000000",170950,42802,170828,170950,23927,1207767,270468,12989389207056800389,9460276225914113977,701703917434691080,3898914928892270790
202408100928,"2024-08-10 01:28:49.000000",170952,42802,170692,170952,24147,1191617,289079,10657251476131811306,13513349938198714836,16835432635716547210,14654834652807075234
202408101028,"2024-08-10 02:28:49.000000",170960,42802,170814,170960,24080,1208238,271842,4945113115162345375,9279869043710106803,4826242901265119127,7407704990012415767
202408101128,"2024-08-10 03:28:50.000000",170995,42802,170869,170995,24381,1206635,273622,13449990338508934407,3543967544638973137,12531307746152631188,240079580288824072
202408101228,"2024-08-10 04:28:49.000000",170982,42802,170630,170982,24113,1207879,272545,14195663885727822038,18081000909417440074,17945464764677259481,5661805847932446293
202408101328,"2024-08-10 05:28:49.000000",171013,42802,170633,171013,24091,1204336,277259,16566134054104970336,6500094807624182230,1695622201704941607,3931156425961188697
202408101428,"2024-08-10 06:28:49.000000",171014,42802,170821,171014,24216,1204122,276578,4862996011993266111,16150790311453342213,10830589838624343134,10852718703356057378
202408101528,"2024-08-10 07:28:49.000000",171002,42802,172049,171002,23985,1210171,269589,6520377028381291699,16669744502985800801,3879753919933169487,9462022364733878745
202408101628,"2024-08-10 08:28:49.000000",170912,42802,170303,170912,24027,1212906,265258,10395543603731285693,8771572574086847583,11286375547949428458,14381388760209095038
202408101728,"2024-08-10 09:28:49.000000",170966,42802,170939,170966,23993,1205326,274689,12452544994242465212,5250664918014755394,6263895225533986170,12453711973650619848
202408101828,"2024-08-10 10:28:49.000000",170980,42802,170512,170980,24118,1211563,268309,14282347547368677094,14173631904457564598,3488620199231736184,12447290681550360704
202408101928,"2024-08-10 11:28:49.000000",170990,42802,171345,170990,24237,1212171,268788,4012876986132483758,1559808334270680564,1868055717734131346,11887765834250618946
202408102028,"2024-08-10 12:28:49.000000",170937,42802,171005,170937,24077,1215746,266941,4948858597209893824,15287003061482756504,9673003796885550004,13606211747484430400
202408102128,"2024-08-10 13:28:49.000000",170950,42802,170358,170950,23949,1216391,267026,10568825786318943271,795575058701553669,9929089063016425104,9546339830912655652
202408102228,"2024-08-10 14:28:49.000000",170945,42802,171800,170945,23804,1219950,259080,1012099008894266366,13843398003715752634,6397493090546082641,7069136903948556959
202408102328,"2024-08-10 15:28:49.000000",170962,42802,170906,170962,23827,1216922,262193,17664892861483896250,5438118431886664590,2271118767815365257,15123937521463659915
202408110028,"2024-08-10 16:28:49.000000",170901,42802,171134,170901,23608,1219316,259841,14073012375711982833,9701925296150456775,1218377835875937123,13500591719595364105
202408110128,"2024-08-10 17:28:49.000000",170902,42802,171160,170902,23728,1209401,268324,12764161301113185331,9521768105204650831,8496523480464889044,15553122602231177580
202408110228,"2024-08-10 18:28:49.000000",170877,42802,170795,170877,23585,1221668,259454,9140958157397217069,5006484998606641873,6356007991340721803,2531202259331743671
