ip,prefix24,oblast,power_availability,normal_availability,itdk_202408_T,own_traceroute_intermediate,first_seen,last_seen,intermediate_observation_n,terminal_non_target_observation_n,target_address_observation_n,hop_position_min,hop_position_max,frozen_own_traceroute_intermediate,rebuilt_own_traceroute_intermediate,caida_itdk_202408_transit
193.108.249.122,193.108.249.0,Cherkasy Oblast,0.8785046728971962,0.9369158878504673,1,1,2024-06-22 12:00:56.000000,2025-01-09 10:50:37.000000,239,822,75,7.0,30.0,1,1,1
193.108.249.98,193.108.249.0,Cherkasy Oblast,0.4953271028037383,0.8060747663551402,1,1,2024-06-22 21:00:35.000000,2025-01-08 17:50:36.000000,102,104,46,10.0,25.0,1,1,1
193.108.44.22,193.108.44.0,Lviv Oblast,0.8333333333333334,1.0,1,1,2024-06-22 09:00:11.000000,2025-01-09 13:50:37.000000,1014,1480,82,8.0,19.0,1,1,1
193.108.44.27,193.108.44.0,Lviv Oblast,0.8333333333333334,1.0,0,1,2024-06-22 13:00:54.000000,2025-01-09 14:50:33.000000,656,322,60,10.0,25.0,1,1,0
193.108.44.51,193.108.44.0,Lviv Oblast,1.0,0.9166666666666666,1,1,2024-06-22 09:00:11.000000,2025-01-09 14:49:09.000000,2040,1738,0,8.0,15.0,1,1,1
193.108.44.53,193.108.44.0,Lviv Oblast,0.6666666666666666,0.4166666666666667,0,1,2024-06-23 06:49:27.000000,2025-01-09 13:50:37.000000,1513,248,61,9.0,32.0,1,1,0
193.108.44.54,193.108.44.0,Lviv Oblast,0.8333333333333334,1.0,0,1,2024-06-23 06:49:27.000000,2025-01-09 13:50:37.000000,1313,48,76,10.0,23.0,1,1,0
193.109.145.199,193.109.145.0,Volyn Oblast,0.17737003058103976,0.1827217125382263,1,1,2024-06-22 11:00:37.000000,2025-01-09 14:50:34.000000,1718,1912,73,7.0,27.0,1,1,1
193.109.145.202,193.109.145.0,Volyn Oblast,0.1834862385321101,0.19495412844036697,1,1,2024-06-22 09:00:13.000000,2025-01-09 14:50:34.000000,2664,3374,77,7.0,30.0,1,1,1
193.109.145.204,193.109.145.0,Volyn Oblast,0.1834862385321101,0.21636085626911314,1,1,2024-06-22 10:00:34.000000,2025-01-09 14:51:23.000000,1770,1721,64,7.0,28.0,1,1,1
193.109.248.137,193.109.248.0,Poltava Oblast,0.8269230769230769,0.7980769230769231,0,1,2024-09-03 13:49:30.000000,2024-09-29 16:49:28.000000,11,1,11,9.0,32.0,1,1,0
193.109.248.222,193.109.248.0,Poltava Oblast,0.5480769230769231,0.5072115384615384,0,1,2024-06-22 12:01:13.000000,2025-01-09 11:50:47.000000,12424,1475,77,7.0,32.0,1,1,0
193.109.248.251,193.109.248.0,Poltava Oblast,0.6538461538461539,0.6466346153846154,0,1,2024-06-22 18:01:45.000000,2025-01-08 23:50:38.000000,57,48,88,8.0,28.0,1,1,0
193.109.248.93,193.109.248.0,Poltava Oblast,0.6346153846153846,0.59375,0,1,2024-07-04 09:49:27.000000,2024-11-30 14:50:25.000000,31,2,31,9.0,32.0,1,1,0
193.109.249.201,193.109.249.0,Poltava Oblast,0.18269230769230768,0.014423076923076924,0,1,2024-06-22 22:49:29.000000,2024-07-09 23:49:51.000000,7,15,1,10.0,10.0,1,1,0
193.110.16.20,193.110.16.0,Sumy Oblast,0.8571428571428571,0.8928571428571429,1,1,2024-06-22 08:40:39.000000,2025-01-09 14:35:25.000000,69604,308,85,8.0,21.0,1,1,1
193.110.16.35,193.110.16.0,Sumy Oblast,0.8571428571428571,0.8928571428571429,1,1,2024-06-22 08:40:39.000000,2025-01-09 14:35:24.000000,3611,33143,71,9.0,25.0,1,1,1
193.110.16.36,193.110.16.0,Sumy Oblast,0.8571428571428571,0.8571428571428571,0,1,2024-12-01 08:50:18.000000,2024-12-28 07:50:26.000000,2,0,15,9.0,23.0,1,1,0
193.110.17.150,193.110.17.0,Sumy Oblast,0.7142857142857143,0.6428571428571429,1,1,2024-07-03 22:50:13.000000,2025-01-07 01:50:42.000000,1,47,24,9.0,13.0,1,1,1
193.110.79.131,193.110.79.0,Kyiv Oblast,0.09090909090909091,0.09090909090909091,0,1,2024-08-02 11:49:35.000000,2024-08-31 04:49:31.000000,1,1,13,12.0,24.0,1,1,0
193.110.89.50,193.110.89.0,Poltava Oblast,0.8846153846153846,0.8221153846153846,1,1,2024-06-22 22:49:30.000000,2025-01-09 13:50:39.000000,26,670,67,12.0,28.0,1,1,1
193.110.89.7,193.110.89.0,Poltava Oblast,0.875,0.9206730769230769,1,1,2024-06-22 09:00:13.000000,2025-01-09 14:50:36.000000,14792,18034,82,9.0,32.0,1,1,1
193.111.114.34,193.111.114.0,Kyiv Oblast,0.9090909090909091,0.8636363636363636,1,1,2024-06-22 08:30:25.000000,2025-01-09 11:29:47.000000,1878,1789,76,10.0,29.0,1,1,1
193.111.114.35,193.111.114.0,Kyiv Oblast,0.8787878787878788,0.8787878787878788,1,1,2024-06-22 08:30:25.000000,2025-01-09 14:50:28.000000,5683,4481,78,10.0,28.0,1,1,1
193.111.114.36,193.111.114.0,Kyiv Oblast,0.9090909090909091,0.75,1,1,2024-06-22 08:30:25.000000,2025-01-09 14:29:46.000000,6234,5598,60,10.0,31.0,1,1,1
193.111.114.37,193.111.114.0,Kyiv Oblast,0.9090909090909091,0.8333333333333334,1,1,2024-06-22 08:30:25.000000,2025-01-09 14:29:46.000000,5441,4883,70,10.0,31.0,1,1,1
193.111.114.38,193.111.114.0,Kyiv Oblast,0.8484848484848485,0.7575757575757576,1,1,2024-06-22 09:00:15.000000,2025-01-09 14:29:46.000000,6693,4840,89,10.0,31.0,1,1,1
193.111.114.39,193.111.114.0,Kyiv Oblast,0.8181818181818182,0.803030303030303,1,1,2024-06-22 08:30:25.000000,2025-01-09 14:50:36.000000,15694,8685,66,10.0,27.0,1,1,1
193.111.114.40,193.111.114.0,Kyiv Oblast,0.696969696969697,0.6742424242424242,1,1,2024-06-22 08:30:25.000000,2025-01-09 14:29:46.000000,11098,6064,63,10.0,32.0,1,1,1
193.111.114.41,193.111.114.0,Kyiv Oblast,0.42424242424242425,0.7196969696969697,1,1,2024-06-22 08:30:25.000000,2025-01-09 14:50:36.000000,10047,5870,65,10.0,23.0,1,1,1
193.111.114.42,193.111.114.0,Kyiv Oblast,0.8787878787878788,0.7651515151515151,1,1,2024-06-22 08:30:25.000000,2025-01-09 12:29:45.000000,1935,1911,70,10.0,27.0,1,1,1
193.111.114.66,193.111.114.0,Kyiv Oblast,0.6666666666666666,0.7045454545454546,1,1,2024-06-22 08:30:25.000000,2025-01-09 14:50:36.000000,469970,209959,68,9.0,32.0,1,1,1
193.111.188.241,193.111.188.0,Poltava Oblast,0.6730769230769231,0.8028846153846154,0,1,2024-06-22 15:00:57.000000,2025-01-09 13:50:41.000000,241,384,59,10.0,24.0,1,1,0
193.111.189.14,193.111.189.0,Poltava Oblast,0.8942307692307693,0.9254807692307693,1,1,2024-06-22 09:00:15.000000,2025-01-09 13:50:41.000000,4156,837,88,10.0,32.0,1,1,1
193.111.190.2,193.111.190.0,Poltava Oblast,0.8269230769230769,0.7620192307692307,0,1,2024-06-23 00:49:29.000000,2025-01-09 09:50:38.000000,417,2,81,10.0,31.0,1,1,0
193.111.191.201,193.111.191.0,Poltava Oblast,0.875,0.8653846153846154,1,1,2024-06-22 22:49:30.000000,2025-01-09 02:50:53.000000,80,181,81,11.0,29.0,1,1,1
193.142.219.253,193.142.219.0,Zakarpattia Oblast,0.3333333333333333,0.5555555555555556,1,1,2024-06-22 09:00:16.000000,2025-01-09 14:50:37.000000,19634,5138,73,7.0,32.0,1,1,1
193.142.219.254,193.142.219.0,Zakarpattia Oblast,0.4444444444444444,0.75,0,1,2024-06-22 09:00:16.000000,2025-01-09 14:50:37.000000,14312,1274,73,6.0,32.0,1,1,0
193.150.49.3,193.150.49.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9519230769230769,0,1,2024-11-03 18:49:38.000000,2024-11-22 12:49:41.000000,4,1,8,11.0,31.0,1,1,0
193.150.59.166,193.150.59.0,Kirovohrad Oblast,0.9444444444444444,0.9351851851851852,0,1,2024-06-22 09:00:16.000000,2025-01-09 14:50:37.000000,111972,11902,78,7.0,32.0,1,1,0
193.150.59.202,193.150.59.0,Kirovohrad Oblast,0.9629629629629629,0.9305555555555556,1,1,2024-06-22 09:00:16.000000,2025-01-09 14:50:37.000000,225928,37777,77,6.0,32.0,1,1,1
193.151.104.77,193.151.104.0,Chernihiv Oblast,1.0,0.9375,1,1,2024-06-23 01:50:44.000000,2025-01-07 23:52:18.000000,27,38,65,10.0,32.0,1,1,1
193.151.104.82,193.151.104.0,Chernihiv Oblast,0.9166666666666666,0.9583333333333334,0,1,2024-06-26 18:49:20.000000,2024-07-27 21:49:35.000000,1,8,11,10.0,15.0,1,1,0
193.151.104.85,193.151.104.0,Chernihiv Oblast,0.9166666666666666,0.9583333333333334,0,1,2024-10-02 01:49:36.000000,2024-12-30 07:50:28.000000,6,11,33,10.0,28.0,1,1,0
193.151.104.98,193.151.104.0,Chernihiv Oblast,1.0,0.9583333333333334,1,1,2024-06-22 09:00:22.000000,2025-01-09 14:50:42.000000,500,11101,62,10.0,30.0,1,1,1
193.151.106.175,193.151.106.0,Chernihiv Oblast,0.0,0.0,0,1,2024-12-06 22:50:40.000000,2024-12-31 13:50:32.000000,4,0,10,8.0,29.0,1,1,0
193.151.12.101,193.151.12.0,Dnipropetrovsk Oblast,0.7307692307692307,0.8365384615384616,0,1,2024-06-22 22:49:35.000000,2025-01-09 13:50:43.000000,231,56,52,9.0,25.0,1,1,0
193.151.12.102,193.151.12.0,Dnipropetrovsk Oblast,0.7692307692307693,0.9230769230769231,1,1,2024-06-22 15:01:01.000000,2025-01-09 14:50:38.000000,336,414,63,9.0,29.0,1,1,1
193.151.12.113,193.151.12.0,Dnipropetrovsk Oblast,0.7692307692307693,0.7307692307692307,1,1,2024-06-22 09:00:17.000000,2025-01-09 14:50:38.000000,397,2487,56,9.0,29.0,1,1,1
193.151.12.3,193.151.12.0,Dnipropetrovsk Oblast,0.8461538461538461,0.8269230769230769,1,1,2024-06-22 09:00:17.000000,2025-01-09 14:50:38.000000,10583,4261,62,8.0,32.0,1,1,1
193.151.12.68,193.151.12.0,Dnipropetrovsk Oblast,0.6538461538461539,0.9519230769230769,0,1,2024-06-22 11:00:41.000000,2025-01-09 08:51:16.000000,1903,249,79,9.0,32.0,1,1,0
193.151.12.87,193.151.12.0,Dnipropetrovsk Oblast,0.7307692307692307,0.9038461538461539,0,1,2024-06-22 20:01:23.000000,2025-01-09 14:50:38.000000,152,92,58,9.0,28.0,1,1,0
193.151.12.95,193.151.12.0,Dnipropetrovsk Oblast,0.7307692307692307,0.6923076923076923,1,1,2024-06-22 09:00:17.000000,2025-01-09 14:50:38.000000,2180,4144,78,9.0,29.0,1,1,1
193.151.13.90,193.151.13.0,Dnipropetrovsk Oblast,0.9230769230769231,0.8557692307692307,1,1,2024-06-22 13:01:07.000000,2025-01-09 02:50:56.000000,472,346,75,9.0,27.0,1,1,1
193.151.13.91,193.151.13.0,Dnipropetrovsk Oblast,0.8076923076923077,0.6826923076923077,1,1,2024-06-22 12:01:07.000000,2025-01-09 14:50:38.000000,145,59,43,9.0,29.0,1,1,1
193.160.224.11,193.160.224.0,Odesa Oblast,0.8666666666666667,0.8833333333333333,1,1,2024-06-22 09:00:18.000000,2025-01-09 14:50:39.000000,3030,1209,65,6.0,16.0,1,1,1
193.160.224.12,193.160.224.0,Odesa Oblast,0.9333333333333333,0.925,1,1,2024-06-22 17:01:20.000000,2025-01-09 10:50:43.000000,634,417,70,6.0,18.0,1,1,1
193.160.224.122,193.160.224.0,Odesa Oblast,0.9333333333333333,0.8083333333333333,1,1,2024-06-22 11:40:12.000000,2025-01-09 12:34:38.000000,151,798,76,6.0,21.0,1,1,1
193.160.224.126,193.160.224.0,Odesa Oblast,0.5333333333333333,0.6666666666666666,1,1,2024-06-22 08:39:38.000000,2025-01-09 13:34:37.000000,266,801,76,6.0,26.0,1,1,1
193.160.224.13,193.160.224.0,Odesa Oblast,0.8666666666666667,0.9416666666666667,0,1,2024-06-22 15:01:04.000000,2025-01-09 11:50:45.000000,720,182,69,6.0,28.0,1,1,0
193.160.224.138,193.160.224.0,Odesa Oblast,0.3333333333333333,0.4166666666666667,0,1,2024-06-23 01:49:32.000000,2025-01-07 22:50:50.000000,45,14,63,6.0,23.0,1,1,0
193.160.224.146,193.160.224.0,Odesa Oblast,0.7,0.7833333333333333,1,1,2024-06-22 09:40:05.000000,2025-01-09 04:34:40.000000,579,551,62,6.0,22.0,1,1,1
193.160.224.15,193.160.224.0,Odesa Oblast,0.7666666666666667,0.8583333333333333,1,1,2024-06-22 09:00:18.000000,2025-01-08 23:50:42.000000,330,247,67,6.0,22.0,1,1,1
193.160.224.169,193.160.224.0,Odesa Oblast,0.36666666666666664,0.5416666666666666,0,1,2024-06-23 01:34:34.000000,2025-01-08 18:34:38.000000,1763,165,0,7.0,32.0,1,1,0
193.160.224.17,193.160.224.0,Odesa Oblast,0.8,0.825,1,1,2024-06-22 14:00:50.000000,2025-01-09 14:50:39.000000,819,118,76,6.0,22.0,1,1,1
193.160.224.170,193.160.224.0,Odesa Oblast,0.26666666666666666,0.5166666666666667,1,1,2024-06-23 01:34:34.000000,2025-01-08 18:34:38.000000,1013,7,68,6.0,23.0,1,1,1
193.160.224.18,193.160.224.0,Odesa Oblast,0.8333333333333334,0.8083333333333333,0,1,2024-06-23 06:49:36.000000,2025-01-09 04:50:46.000000,319,11,93,6.0,27.0,1,1,0
193.160.224.182,193.160.224.0,Odesa Oblast,0.3,0.5416666666666666,1,1,2024-06-22 12:40:07.000000,2025-01-09 11:34:39.000000,438,523,84,6.0,25.0,1,1,1
193.160.224.19,193.160.224.0,Odesa Oblast,0.9333333333333333,0.8916666666666667,1,1,2024-06-22 10:00:39.000000,2025-01-09 14:50:39.000000,2041,1332,66,6.0,20.0,1,1,1
193.160.224.210,193.160.224.0,Odesa Oblast,0.5,0.38333333333333336,1,1,2024-06-22 12:01:09.000000,2025-01-09 01:34:39.000000,425,176,73,6.0,18.0,1,1,1
193.160.224.211,193.160.224.0,Odesa Oblast,0.5,0.375,1,1,2024-06-22 09:40:05.000000,2025-01-09 08:34:43.000000,739,237,68,6.0,19.0,1,1,1
193.160.224.241,193.160.224.0,Odesa Oblast,0.8333333333333334,0.8416666666666667,0,1,2024-07-01 09:49:41.000000,2024-08-30 18:49:35.000000,247,31,21,7.0,32.0,1,1,0
193.160.224.242,193.160.224.0,Odesa Oblast,0.3333333333333333,0.5666666666666667,1,1,2024-07-04 06:49:32.000000,2024-08-29 11:49:37.000000,97,46,22,7.0,31.0,1,1,1
193.160.224.4,193.160.224.0,Odesa Oblast,0.9,0.9333333333333333,1,1,2024-06-22 19:01:23.000000,2025-01-09 14:50:39.000000,518,227,88,6.0,26.0,1,1,1
193.160.224.5,193.160.224.0,Odesa Oblast,0.9333333333333333,0.925,1,1,2024-06-22 16:00:32.000000,2025-01-09 12:50:40.000000,193,104,76,6.0,22.0,1,1,1
193.160.224.7,193.160.224.0,Odesa Oblast,0.9666666666666667,0.9166666666666666,0,1,2024-06-22 12:40:07.000000,2025-01-09 12:34:38.000000,1369,0,79,6.0,29.0,1,1,0
193.160.224.8,193.160.224.0,Odesa Oblast,0.8666666666666667,0.9083333333333333,0,1,2024-06-26 09:49:32.000000,2025-01-08 17:50:41.000000,255,47,72,6.0,18.0,1,1,0
193.160.224.9,193.160.224.0,Odesa Oblast,0.8,0.825,1,1,2024-06-22 09:00:18.000000,2025-01-09 14:50:39.000000,1983,3566,70,6.0,31.0,1,1,1
193.17.208.42,193.17.208.0,Odesa Oblast,1.0,0.9916666666666667,1,1,2024-06-22 08:59:52.000000,2025-01-09 14:52:26.000000,15964,89504,104,8.0,30.0,1,1,1
193.17.208.44,193.17.208.0,Odesa Oblast,1.0,0.9916666666666667,1,1,2024-06-22 08:59:52.000000,2025-01-09 14:50:21.000000,2921,10915,91,9.0,30.0,1,1,1
193.176.251.130,193.176.251.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9038461538461539,1,1,2024-06-22 08:42:40.000000,2025-01-09 14:50:40.000000,328963,64661,70,7.0,32.0,1,1,1
193.176.251.131,193.176.251.0,Dnipropetrovsk Oblast,0.8846153846153846,0.9038461538461539,1,1,2024-06-22 08:42:40.000000,2025-01-09 14:36:25.000000,1925,32937,60,7.0,21.0,1,1,1
193.176.251.135,193.176.251.0,Dnipropetrovsk Oblast,0.9230769230769231,0.8942307692307693,1,1,2024-06-22 09:00:19.000000,2025-01-09 14:50:40.000000,3896,6690,67,7.0,29.0,1,1,1
193.176.251.228,193.176.251.0,Dnipropetrovsk Oblast,0.8076923076923077,0.875,0,1,2024-06-22 10:00:41.000000,2025-01-09 02:51:00.000000,3117,322,70,7.0,32.0,1,1,0
193.178.228.1,193.178.228.0,Sumy Oblast,1.0,0.7142857142857143,1,1,2024-06-22 14:00:54.000000,2024-11-25 12:50:33.000000,171,4,48,8.0,31.0,1,1,1
193.178.228.211,193.178.228.0,Sumy Oblast,0.2857142857142857,0.21428571428571427,1,1,2024-06-22 08:47:20.000000,2025-01-09 14:50:40.000000,54597,32576,73,8.0,32.0,1,1,1
193.178.228.212,193.178.228.0,Sumy Oblast,0.2857142857142857,0.39285714285714285,1,1,2024-06-22 08:30:32.000000,2025-01-09 14:36:04.000000,48305,28443,74,8.0,32.0,1,1,1
193.178.228.216,193.178.228.0,Sumy Oblast,0.2857142857142857,0.5357142857142857,1,1,2024-06-22 08:30:32.000000,2025-01-09 14:51:19.000000,52866,30453,66,8.0,32.0,1,1,1
193.178.228.217,193.178.228.0,Sumy Oblast,0.2857142857142857,0.42857142857142855,1,1,2024-06-22 08:30:32.000000,2025-01-09 14:51:19.000000,49970,30519,86,8.0,32.0,1,1,1
193.178.228.220,193.178.228.0,Sumy Oblast,0.2857142857142857,0.4642857142857143,1,1,2024-06-22 08:30:32.000000,2025-01-09 14:51:19.000000,38117,21827,67,8.0,32.0,1,1,1
193.178.228.222,193.178.228.0,Sumy Oblast,0.2857142857142857,0.42857142857142855,1,1,2024-06-22 08:30:32.000000,2025-01-09 14:51:19.000000,17744,11987,60,8.0,32.0,1,1,1
193.178.228.26,193.178.228.0,Sumy Oblast,1.0,0.8928571428571429,1,1,2024-06-22 09:00:48.000000,2025-01-09 14:51:20.000000,4556,29039,52,10.0,24.0,1,1,1
193.178.228.4,193.178.228.0,Sumy Oblast,1.0,0.9285714285714286,0,1,2024-06-22 16:01:15.000000,2025-01-09 14:51:19.000000,9,861,72,9.0,29.0,1,1,0
193.178.228.7,193.178.228.0,Sumy Oblast,1.0,0.6428571428571429,1,1,2024-06-22 08:30:32.000000,2025-01-09 14:51:19.000000,48461,28267,68,8.0,32.0,1,1,1
193.178.229.18,193.178.229.0,Sumy Oblast,0.7142857142857143,0.8214285714285714,1,1,2024-06-22 08:30:32.000000,2025-01-09 14:36:04.000000,46436,26330,69,8.0,32.0,1,1,1
193.178.229.194,193.178.229.0,Sumy Oblast,0.5714285714285714,0.39285714285714285,1,1,2024-06-26 06:39:37.000000,2024-12-28 15:50:31.000000,25383,1075,67,9.0,28.0,1,1,1
193.178.229.21,193.178.229.0,Sumy Oblast,0.7142857142857143,0.75,1,1,2024-06-22 11:00:44.000000,2025-01-09 14:50:40.000000,1323,4848,57,10.0,29.0,1,1,1
193.178.229.25,193.178.229.0,Sumy Oblast,0.7142857142857143,0.8214285714285714,1,1,2024-06-22 08:30:32.000000,2025-01-09 14:51:20.000000,583449,19381,64,7.0,26.0,1,1,1
193.178.49.126,193.178.49.0,Odesa Oblast,0.2,0.2,0,1,2024-07-12 03:31:12.000000,2024-07-18 14:31:13.000000,2,10,0,12.0,13.0,1,1,0
193.178.50.107,193.178.50.0,Odesa Oblast,0.8333333333333334,0.8833333333333333,0,1,2024-06-22 15:01:06.000000,2025-01-08 16:50:37.000000,127,142,70,11.0,23.0,1,1,0
193.186.15.35,193.186.15.0,Odesa Oblast,0.9,0.8416666666666667,1,1,2024-06-22 09:00:20.000000,2025-01-09 14:50:40.000000,851,10084,93,8.0,29.0,1,1,1
193.189.126.16,193.189.126.0,Poltava Oblast,0.9711538461538461,0.9495192307692307,1,1,2024-06-22 08:29:57.000000,2025-01-09 14:35:04.000000,324567,327412,75,7.0,32.0,1,1,1
193.189.126.18,193.189.126.0,Poltava Oblast,0.8846153846153846,0.9182692307692307,1,1,2024-06-22 08:29:57.000000,2025-01-09 14:35:04.000000,357453,365532,59,7.0,32.0,1,1,1
193.189.127.103,193.189.127.0,Poltava Oblast,0.8076923076923077,0.8221153846153846,0,1,2024-06-22 09:00:13.000000,2025-01-09 14:50:41.000000,86,140,84,7.0,31.0,1,1,0
193.19.230.132,193.19.230.0,Lviv Oblast,1.0,0.7083333333333334,1,1,2024-06-22 08:41:48.000000,2025-01-09 10:36:02.000000,210,3223,80,10.0,26.0,1,1,1
193.19.230.134,193.19.230.0,Lviv Oblast,0.3333333333333333,0.6666666666666666,0,1,2024-06-22 10:00:21.000000,2025-01-08 23:50:25.000000,1,684,65,11.0,25.0,1,1,0
193.19.230.149,193.19.230.0,Lviv Oblast,1.0,0.7083333333333334,1,1,2024-06-22 08:41:48.000000,2025-01-09 13:50:26.000000,5040,4314,59,8.0,25.0,1,1,1
193.19.240.101,193.19.240.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9230769230769231,0,1,2024-06-23 11:49:09.000000,2025-01-07 19:50:23.000000,181,1,74,9.0,23.0,1,1,0
193.19.240.111,193.19.240.0,Dnipropetrovsk Oblast,0.0,0.028846153846153848,0,1,2024-07-14 05:49:16.000000,2024-08-30 17:49:15.000000,1,14,1,10.0,12.0,1,1,0
193.19.240.112,193.19.240.0,Dnipropetrovsk Oblast,0.3076923076923077,0.6538461538461539,0,1,2024-09-05 02:49:12.000000,2024-09-11 01:49:11.000000,1,1,1,10.0,14.0,1,1,0
193.19.240.115,193.19.240.0,Dnipropetrovsk Oblast,0.9230769230769231,0.9134615384615384,0,1,2024-08-03 09:49:10.000000,2024-09-29 20:49:12.000000,4,1,23,10.0,17.0,1,1,0
193.19.86.110,193.19.86.0,Dnipropetrovsk Oblast,0.7307692307692307,0.7019230769230769,0,1,2024-06-25 03:49:16.000000,2024-07-28 23:49:13.000000,2,0,12,10.0,30.0,1,1,0
193.19.86.118,193.19.86.0,Dnipropetrovsk Oblast,0.6153846153846154,0.5865384615384616,1,1,2024-06-22 23:49:08.000000,2025-01-07 11:50:30.000000,382,7,58,9.0,31.0,1,1,1
193.19.86.122,193.19.86.0,Dnipropetrovsk Oblast,0.4230769230769231,0.25,0,1,2024-06-22 18:01:15.000000,2024-07-28 20:49:10.000000,9,0,15,11.0,30.0,1,1,0
193.19.86.18,193.19.86.0,Dnipropetrovsk Oblast,0.6923076923076923,0.8076923076923077,0,1,2024-06-26 09:49:05.000000,2025-01-03 06:50:15.000000,43,0,66,9.0,26.0,1,1,0
193.19.86.22,193.19.86.0,Dnipropetrovsk Oblast,0.34615384615384615,0.33653846153846156,1,1,2024-06-22 18:01:15.000000,2025-01-08 22:50:21.000000,83,83,71,9.0,29.0,1,1,1
193.19.86.26,193.19.86.0,Dnipropetrovsk Oblast,0.6923076923076923,0.8173076923076923,1,1,2024-06-22 13:00:36.000000,2025-01-08 11:50:30.000000,70,1,58,9.0,29.0,1,1,1
193.19.86.54,193.19.86.0,Dnipropetrovsk Oblast,0.0,0.22115384615384615,0,1,2024-07-29 00:49:12.000000,2025-01-08 01:50:36.000000,5,39,53,9.0,21.0,1,1,0
193.19.86.62,193.19.86.0,Dnipropetrovsk Oblast,0.6538461538461539,0.9230769230769231,0,1,2024-06-22 13:00:36.000000,2025-01-09 06:50:35.000000,6,7,18,9.0,29.0,1,1,0
193.19.86.70,193.19.86.0,Dnipropetrovsk Oblast,0.8076923076923077,0.7403846153846154,1,1,2024-06-22 10:00:21.000000,2025-01-09 13:50:26.000000,376,1120,84,9.0,25.0,1,1,1
193.19.86.74,193.19.86.0,Dnipropetrovsk Oblast,0.3076923076923077,0.3557692307692308,0,1,2024-07-04 04:49:03.000000,2024-09-25 17:49:25.000000,23,55,12,10.0,14.0,1,1,0
193.19.86.94,193.19.86.0,Dnipropetrovsk Oblast,0.7307692307692307,0.9038461538461539,1,1,2024-06-22 20:00:46.000000,2025-01-09 12:50:23.000000,183,522,74,9.0,26.0,1,1,1
193.200.39.40,193.200.39.0,Zaporizhzhia Oblast,1.0,0.96875,0,1,2024-11-01 21:49:51.000000,2025-01-09 12:52:20.000000,15,125,28,9.0,21.0,1,1,0
193.201.105.4,193.201.105.0,Dnipropetrovsk Oblast,0.8461538461538461,0.9519230769230769,1,1,2024-06-22 11:00:50.000000,2025-01-09 13:50:50.000000,2903,1029,83,8.0,30.0,1,1,1
193.201.105.60,193.201.105.0,Dnipropetrovsk Oblast,0.6538461538461539,0.7692307692307693,1,1,2024-06-22 14:01:01.000000,2025-01-09 14:50:43.000000,1966,1030,65,7.0,24.0,1,1,1
193.201.116.135,193.201.116.0,Khmelnytskyi Oblast,0.813953488372093,0.8430232558139535,1,1,2024-06-22 09:00:22.000000,2025-01-09 14:50:43.000000,109,9694,70,10.0,27.0,1,1,1
193.22.84.22,193.22.84.0,Odesa Oblast,0.0,0.0,0,1,2024-06-22 20:33:51.000000,2025-01-09 09:31:19.000000,3376,531,83,6.0,32.0,1,1,0
193.22.84.23,193.22.84.0,Odesa Oblast,0.0,0.0,0,1,2024-06-22 19:00:45.000000,2025-01-09 12:50:23.000000,6982,335,65,7.0,32.0,1,1,0
193.22.84.3,193.22.84.0,Odesa Oblast,0.0,0.0,0,1,2024-06-22 19:00:45.000000,2025-01-09 12:50:23.000000,4140,375,85,8.0,32.0,1,1,0
193.227.230.3,193.227.230.0,Kirovohrad Oblast,0.9074074074074074,0.9583333333333334,1,1,2024-06-22 09:00:23.000000,2025-01-09 14:52:15.000000,6289,2492,72,8.0,32.0,1,1,1
193.227.230.6,193.227.230.0,Kirovohrad Oblast,0.0,0.046296296296296294,0,1,2024-06-22 08:42:54.000000,2024-07-09 14:36:27.000000,337,64,2,10.0,12.0,1,1,0
193.227.97.249,193.227.97.0,Odesa Oblast,0.8333333333333334,0.775,0,1,2024-06-24 09:50:58.000000,2025-01-09 11:52:33.000000,136,4,66,11.0,30.0,1,1,0
193.227.97.251,193.227.97.0,Odesa Oblast,0.8333333333333334,0.8,0,1,2024-07-01 08:51:17.000000,2024-07-29 07:49:44.000000,9,500,10,11.0,30.0,1,1,0
193.227.97.3,193.227.97.0,Odesa Oblast,0.5333333333333333,0.7083333333333334,1,1,2024-06-22 10:00:46.000000,2025-01-09 13:50:52.000000,3102,726,76,9.0,32.0,1,1,1
193.23.157.3,193.23.157.0,Kirovohrad Oblast,0.8888888888888888,0.9166666666666666,1,1,2024-06-22 15:00:38.000000,2025-01-09 08:50:49.000000,35,635,60,8.0,27.0,1,1,1
193.238.23.87,193.238.23.0,Lviv Oblast,1.0,0.8333333333333334,0,1,2024-06-22 08:41:48.000000,2025-01-09 14:50:22.000000,492,3426,57,9.0,20.0,1,1,0
193.238.23.88,193.238.23.0,Lviv Oblast,1.0,0.875,1,1,2024-06-22 09:42:24.000000,2024-11-27 14:50:42.000000,1672,2198,47,9.0,21.0,1,1,1
193.239.171.250,193.239.171.0,Dnipropetrovsk Oblast,1.0,0.9423076923076923,1,1,2024-06-22 12:01:24.000000,2025-01-09 04:51:00.000000,44,722,75,9.0,21.0,1,1,1
193.239.234.114,193.239.234.0,Volyn Oblast,0.0,0.0,0,1,2024-09-30 17:49:53.000000,2024-10-01 19:49:59.000000,37,5,1,9.0,31.0,1,1,0
